index,sentence,sentence_clean,flesch,syllables,words,ave_syllables
19508,fbi atf sheriff investigators converge on suspected saugus high shooter home,fbi atf sheriff investigators converge suspected saugus high shooter home,-81.2,36,11,3.272727272727273
19654,puyallup high school teacher arrested accused of threatening to shoot students,puyallup high school teacher arrested accused threatening shoot students,-81.2,36,11,3.272727272727273
19848,refugee and author detained by australia is given visa to travel,refugee author detained by australia given visa travel,-81.2,36,11,3.272727272727273
20444,schiff shuts down republican rep stefanik attempts to question marie yovanovitch,schiff shuts republican rep stefanik attempts question marie yovanovitch,-81.2,36,11,3.272727272727273
20538,maryland men soccer big ten tournament semifinals preview no seed indiana,maryland men soccer big ten tournament semifinals preview seed indiana,-81.2,36,11,3.272727272727273
21153,president trump bringing keep america great homecoming rally to south florida,president trump bringing keep america great homecoming rally south florida,-81.2,36,11,3.272727272727273
21306,cleveland councilman martin keane to resign ward democratic club president says,cleveland councilman martin keane resign ward democratic club president says,-81.2,36,11,3.272727272727273
21355,fire breaks out at weinberg housing and resource center officials say,fire breaks weinberg housing resource center officials say,-81.2,36,11,3.272727272727273
21582,spurs gameday defensive breakdowns continue to plague struggling silver and black,spurs gameday defensive breakdowns continue plague struggling silver black,-81.2,36,11,3.272727272727273
21711,red cross people displaced after large fire at aurora apartment building,red cross people displaced large fire aurora apartment building,-81.2,36,11,3.272727272727273
22065,florence boy unexpected death was related to heat medical examiner says,florence boy unexpected death was related heat medical examiner says,-81.2,36,11,3.272727272727273
22716,illiterate people are twice as likely to develop dementia study says,illiterate people twice likely develop dementia study says,-81.2,36,11,3.272727272727273
454,our favorite recipes for brussels sprouts,favorite recipes for brussels sprouts,-81.25,20,6,3.3333333333333335
889,ntilikina helps knicks edge porzingis mavericks,ntilikina helps knicks edge porzingis mavericks,-81.25,20,6,3.3333333333333335
1132,trump ad misleads on illegal immigration,trump ad misleads illegal immigration,-81.25,20,6,3.3333333333333335
1453,vintage motorcycles ride in to gastonia,vintage motorcycles ride gastonia,-81.25,20,6,3.3333333333333335
1589,mexico battle to combat cartel violence,mexico battle combat cartel violence,-81.25,20,6,3.3333333333333335
2081,how vaping causes serious lung disorders,how vaping causes serious lung disorders,-81.25,20,6,3.3333333333333335
2257,fast food restaurant scores on inspection,fast food restaurant scores inspection,-81.25,20,6,3.3333333333333335
2467,america unsafe drugs and medical products,america unsafe drugs medical products,-81.25,20,6,3.3333333333333335
3288,donations sought for journal holiday fund,donations sought journal holiday fund,-81.25,20,6,3.3333333333333335
3706,why republicans are targeting trump whistleblower,republicans targeting trump whistleblower,-81.25,20,6,3.3333333333333335
3887,the complicated dynamic between sessions trump,complicated dynamic sessions trump,-81.25,20,6,3.3333333333333335
4074,the changing demographics of america suburbs,changing demographics america suburbs,-81.25,20,6,3.3333333333333335
4860,seahawks congratulate sounders mls cup triumph,seahawks congratulate sounders mls cup triumph,-81.25,20,6,3.3333333333333335
5334,local diner damaged before veterans brunch,local diner damaged veterans brunch,-81.25,20,6,3.3333333333333335
5432,people choice awards red carpet fashion,people choice awards red carpet fashion,-81.25,20,6,3.3333333333333335
5694,best nostalgic pics of leonardo dicaprio,best nostalgic pics leonardo dicaprio,-81.25,20,6,3.3333333333333335
5726,lmpd investigating shooting on outer loop,lmpd investigating shooting outer loop,-81.25,20,6,3.3333333333333335
5757,how to make pepperoni pizza casserole,make pepperoni pizza casserole,-81.25,20,6,3.3333333333333335
5900,antetokounmpo points lead bucks past thunder,antetokounmpo points lead bucks past thunder,-81.25,20,6,3.3333333333333335
5978,disney delivers earnings magic for investors,disney delivers earnings magic investors,-81.25,20,6,3.3333333333333335
6500,transcripts highlight sean hannity political power,transcripts highlight sean hannity political power,-81.25,20,6,3.3333333333333335
6784,unrest in bolivia after morales resigns,unrest bolivia morales resigns,-81.25,20,6,3.3333333333333335
6798,murray state goes up against tennessee,murray state goes tennessee,-81.25,20,6,3.3333333333333335
6887,cuyahoga falls recognized at osu game,cuyahoga falls recognized osu game,-81.25,20,6,3.3333333333333335
7063,arizona team schedules next three games,arizona team schedules next three games,-81.25,20,6,3.3333333333333335
7204,let celebrate the greatness of shootouts,let celebrate greatness of shootouts,-81.25,20,6,3.3333333333333335
7248,cleveland historic shaker square for sale,cleveland historic shaker square sale,-81.25,20,6,3.3333333333333335
7478,bryce hopkins commits to louisville basketball,bryce hopkins commits louisville basketball,-81.25,20,6,3.3333333333333335
7748,bolivian leader evo morales steps down,bolivian leader evo morales steps down,-81.25,20,6,3.3333333333333335
8002,impeachment hearings going public this week,impeachment hearings going public week,-81.25,20,6,3.3333333333333335
8032,sedona inspires backyard mural take look,sedona inspires backyard mural take look,-81.25,20,6,3.3333333333333335
8051,america most and least popular senators,america least popular senators,-81.25,20,6,3.3333333333333335
8517,veterans day events happening across maine,veterans day events happening across maine,-81.25,20,6,3.3333333333333335
8786,congresswoman unveils new pro impeachment ad,congresswoman unveils new pro impeachment ad,-81.25,20,6,3.3333333333333335
8793,the most beautiful castles in europe,beautiful castles europe,-81.25,20,6,3.3333333333333335
8878,photographing the world least explored terrain,photographing the world least explored terrain,-81.25,20,6,3.3333333333333335
8922,vikings linval joseph undergoes knee surgery,vikings linval joseph undergoes knee surgery,-81.25,20,6,3.3333333333333335
9181,pence honors veterans at arlington cemetery,pence honors veterans at arlington cemetery,-81.25,20,6,3.3333333333333335
9187,shooting in belle glade leaves injured,shooting belle glade leaves injured,-81.25,20,6,3.3333333333333335
9234,gas storage sees near record increase,gas storage sees near record increase,-81.25,20,6,3.3333333333333335
