text,flesch,words,syllables,label
 brilliant yelled lee jordan ,-72.17,4,13,0
 inspired ,-132.58,1,4,0
what an entrance ,-48.99,2,6,0
flying car right into the whomping willow people ll be talking about that one for years good for you said fifth year harry had never spoken to someone was patting him on the back as though he just won marathon fred and george pushed their way to the front of the crowd and said together why couldn we ve come in the car eh ron was scarlet in the face grinning embarrassedly but harry could see one person who didn look happy at all ,-75.14,57,151,0
percy was visible over the heads of some excited first years and he seemed to be trying to get near enough to start telling them off ,-45.27,15,42,0
harry nudged ron in the ribs and nodded in percy direction ,-23.36,8,21,0
ron got the point at once ,6.39,3,7,0
 got to get upstairs bit tired he said and the two of them started pushing their way toward the door on the other side of the room which led to spiral staircase and the dormitories ,-51.92,23,64,0
 night harry called back to hermione who was wearing scowl just like percy ,-37.3,9,25,0
they managed to get to the other side of the common room still having their backs slapped and gained the peace of the staircase ,-66.67,13,40,0
they hurried up it right to the top and at last reached the door of their old dormitory which now had sign on it saying second years ,-37.0,14,38,0
they entered the familiar circular room with its five four posters hung with red velvet and its high narrow windows ,-56.55,15,44,0
their trunks had been brought up for them and stood at the ends of their beds ,-11.98,11,27,0
ron grinned guiltily at harry ,-29.87,4,11,0
 know shouldn ve enjoyed that or anything but the dormitory door flew open and in came the other second year gryffindor boys seamus finnigan dean thomas and neville longbottom ,-79.61,19,60,0
 unbelievablel beamed seamus ,-219.21,3,15,0
 cool said dean ,-50.01,3,9,0
 amazing said neville awestruck ,-114.47,4,15,0
harry couldn help it ,12.43,4,9,0
he grinned too ,-48.99,2,6,0
 gilderoy lockhart the next day however harry barely grinned once ,-44.51,8,23,0
things started to go downhill from breakfast in the great hall ,-29.9,7,19,0
the four long house tables were laden with tureens of porridge plates of kippers mountains of toast and dishes of eggs and bacon beneath the enchanted ceiling today dull cloudy gray ,-80.83,22,69,0
harry and ron sat down at the gryffindor table next to hermione who had her copy of voyages with vampires propped open against milk jug ,-36.77,16,43,0
there was slight stiffness in the way she said morning which told harry that she was still disapproving of the way they had arrived ,-35.06,11,30,0
neville longbottom on the other hand greeted them cheerfully ,-81.25,6,20,0
neville was round faced and accident prone boy with the worst memory of anyone harry had ever met ,-43.05,14,39,0
 mail due any minute think gran sending few things forgot harry had only just started his porridge when sure enough there was rushing sound overhead and hundred or so owls streamed in circling the hall and dropping letters and packages into the chattering crowd ,-71.77,30,88,0
a big lumpy package bounced off neville head and second later something large and gray fell into hermione jug spraying them all with milk and feathers ,-57.76,22,63,0
 errol said ron pulling the bedraggled owl out by the feet ,-23.27,10,26,0
errol slumped unconscious onto the table his legs in the air and damp red envelope in his beak ,-47.34,16,45,0
 oh no ron gasped ,6.39,3,7,0
 it all right he still alive said hermione prodding errol gently with the tip of her finger ,-42.75,11,31,0
 it not that it that ron was pointing at the red envelope ,-18.5,9,23,0
it looked quite ordinary to harry but ron and neville were both looking at it as though they expected it to explode ,-88.89,11,37,0
 what the matter said harry ,-8.72,4,10,0
 she she sent me howler said ron faintly ,-18.2,5,13,0
 you better open it ron said neville in timid whisper ,-54.07,7,21,0
 it ll be worse if you don ,-48.99,2,6,0
my gran sent me one once and ignored it and he gulped it was horrible harry looked from their petrified faces to the red envelope ,-67.22,14,43,0
 what a howler he said ,-21.81,3,8,0
but ron whole attention was fixed on the letter which had begun to smoke at the corners ,-42.75,11,31,0
 open it neville urged ,-78.21,3,10,0
 it ll all be over in few minutes ron stretched out shaking hand eased the envelope from errol beak and slit it open ,-39.63,15,41,0
neville stuffed his fingers in his ears ,-52.04,5,15,0
a split second later harry knew why ,-1.28,5,12,0
he thought for moment it had exploded roar of sound filled the huge hall shaking dust from the ceiling ,-58.13,11,33,0
 stealing the car wouldn have been surprised if they expelled you you wait till get hold of you don suppose you stopped to think what your father and went through when we saw it was gone mrs weasley yells hundred times louder than usual made the plates and spoons rattle on the table and echoed deafeningly off the stone walls ,-71.37,39,110,0
people throughout the hall were swiveling around to see who had received the howler and ron sank so low in his chair that only his crimson forehead could be seen ,-75.16,19,59,0
 letter from dumbledore last night thought your father would die of shame we didn bring you up to behave like this you and harry could both have died harry had been wondering when his name was going to crop up ,-50.17,24,66,0
he tried very hard to look as though he couldn hear the voice that was making his eardrums throb ,-45.04,12,34,0
 absolutely disgusted your father facing an inquiry at work it entirely your fault and if you put another toe out of line we ll bring you straight back home ringing silence fell ,-69.29,22,66,0
the red envelope which had dropped from ron hand burst into flames and curled into ashes ,-35.06,11,30,0
harry and ron sat stunned as though tidal wave had just passed over them ,-23.36,8,21,0
a few people laughed and gradually babble of talk broke out again ,-46.7,9,26,0
hermione closed voyages with vampires and looked down at the top of ron head ,-86.81,8,27,0
 well don know what you expected ron but you don tell me deserved it snapped ron ,-18.5,9,23,0
harry pushed his porridge away ,-35.12,5,14,0
his insides were burning with guilt ,-51.02,4,12,0
mr weasley was facing an inquiry at work ,-17.81,7,18,0
after all mr and mrs weasley had done for him over the summer ,3.34,6,14,0
 ,121.22,1,1,0
but he had no time to dwell on this professor mcgonagall was moving along the gryffindor table handing out course schedules ,-73.24,12,38,0
harry took his and saw that they had double herbology with the hufflepuffs first ,-31.73,10,27,0
harry ron and hermione left the castle together crossed the vegetable patch and made for the greenhouses where the magical plants were kept ,-73.47,15,47,0
at least the howler had done one good thing hermione seemed to think they had now been punished enough and was being perfectly friendly again ,-73.26,14,44,0
as they neared the greenhouses they saw the rest of the class standing outside waiting for professor sprout ,-88.89,11,37,0
harry ron and hermione had only just joined them when she came striding into view across the lawn accompanied by gilderoy lockhart ,-63.2,16,48,0
professor sprout arms were full of bandages and with another twinge of guilt harry spotted the whomping willow in the distance several of its branches now in slings ,-64.22,17,51,0
professor sprout was squat little witch who wore patched hat over her flyaway hair there was usually large amount of earth on her clothes and her fingernails would have made aunt petunia faint ,-81.9,24,75,0
gilderoy lockhart however was immaculate in sweeping robes of turquoise his golden hair shining under perfectly positioned turquoise hat with gold trimming ,-116.94,18,65,0
 oh hello there he called beaming around at the assembled students ,-78.24,7,23,0
 just been showing professor sprout the right way to doctor whomping willow ,-44.51,8,23,0
but don want you running away with the idea that m better at herbology than she is ,-54.07,7,21,0
i just happen to have met several of these exotic plants on my travels ,-18.5,9,23,0
 greenhouse three today chaps said professor sprout who was looking distinctly disgruntled not at all her usual cheerful self ,-91.39,14,47,0
